564.0, 414.0, 1
564.2765, 414.44946, 1
564.5011, 414.95673, 1
564.6649, 415.51572, 1
564.7596, 416.1191, 1
564.7776, 416.75833, 1
564.7125, 417.42386, 1
455.89282, 445.85938, 3
30.618727, 3.2768846, 3
304.4776, 402.75565, 3
222.57912, 71.61611, 3
142.05644, 102.095245, 3
363.9609, 111.84147, 3
458.08926, 211.59607, 3
467.53223, 141.1558, 3
478.86453, 466.4842, 3
337.16763, 329.95923, 3
338.52756, 193.68199, 3
37.136585, 442.82074, 3
497.70206, 348.87018, 3
306.17307, 9.780407, 3
487.80615, 179.55121, 3
307.50092, 463.64175, 3
212.20502, 299.80548, 3
457.40958, 360.78357, 3
559.0592, 422.95068, 1
558.0609, 423.12286, 1
557.0165, 423.18246, 1
555.9387, 423.12177, 1
554.8417, 422.9345, 1
553.7401, 422.61603, 1
552.6496, 422.16345, 1
551.58636, 421.57568, 1
550.5669, 420.85358, 1
549.60767, 420.0, 1
548.72534, 419.0198, 1
547.93585, 417.9199, 1
547.25476, 416.7091, 1
546.6966, 415.39825, 1
546.275, 414.0, 1
546.0021, 412.52878, 1
545.88855, 411.00055, 1
545.94336, 409.43274, 1
546.17346, 407.84406, 1
546.5838, 406.25418, 1
547.17706, 404.68362, 1
547.9536, 403.1534, 1
548.9114, 401.68488, 1
550.04584, 400.29932, 1
551.35, 399.0178, 1
552.8143, 397.86072, 1
554.4268, 396.84772, 1
556.17334, 395.9972, 1
558.03723, 395.3262, 1
559.99994, 394.85, 1
562.0409, 394.58197, 1
564.1377, 394.53323, 1
566.26685, 394.71255, 1
568.4031, 395.12613, 1
570.52075, 395.77734, 1
572.59326, 396.66678, 1
574.5937, 397.79196, 1
576.49524, 399.14746, 1
578.2716, 400.7248, 1
579.89685, 402.51242, 1
581.34644, 404.49582, 1
582.59705, 406.65765, 1
583.62714, 408.97778, 1
584.4172, 411.43353, 1
584.95, 413.99988, 1
585.2112, 416.6497, 1
585.18896, 419.35394, 1
584.87494, 422.0822, 1
584.2638, 424.8028, 1
583.3539, 427.48322, 1
582.1469, 430.0905, 1
580.6484, 432.59167, 1
578.8674, 434.9541, 1
576.81665, 437.14587, 1
574.51263, 439.1363, 1
571.97516, 440.89624, 1
569.2274, 442.3985, 1
566.2958, 443.6183, 1
563.20935, 444.53345, 1
560.0002, 445.125, 1
556.70233, 445.3772, 1
553.35187, 445.27795, 1
549.9865, 444.81906, 1
546.64496, 443.99634, 1
543.3668, 442.80988, 1
540.1918, 441.26398, 1
537.15936, 439.36737, 1
534.30835, 437.1331, 1
531.6764, 434.5785, 1
529.29944, 431.72513, 1
527.21136, 428.59857, 1
525.44336, 425.22824, 1
524.02374, 421.6471, 1
522.9773, 417.89133, 1
522.325, 414.00006, 1
522.08386, 410.01492, 1
522.2663, 405.9795, 1
522.88025, 401.9391, 1
523.92865, 397.94, 1
525.4095, 394.02917, 1
527.31573, 390.25348, 1
529.63513, 386.6593, 1
532.35046, 383.292, 1
535.43945, 380.1952, 1
538.87506, 377.4104, 1
542.6256, 374.97635, 1
546.6552, 372.9286, 1
550.9237, 371.29895, 1
555.38763, 370.11505, 1
560.0001, 369.4, 1
564.7118, 369.17194, 1
569.47095, 369.4438, 1
574.22424, 370.22293, 1
578.91754, 371.51108, 1
583.4961, 373.30414, 1
587.90533, 375.59207, 1
592.09174, 378.35895, 1
596.0031, 381.58307, 1
599.5895, 385.237, 1
602.80347, 389.2878, 1
605.6013, 393.6974, 1
607.9429, 398.42282, 1
609.7927, 403.41666, 1
611.1201, 408.6275, 1
611.9, 414.00046, 1
612.1129, 419.47778, 1
611.74554, 424.9994, 1
610.791, 430.50357, 1
609.249, 435.92767, 1
607.1259, 441.20883, 1
604.43494, 446.2846, 1
601.1958, 451.09375, 1
597.4352, 455.57693, 1
593.1858, 459.67752, 1
